Dataset,Model,Attack,K-Ratio,Dynamic,Iteration,Accuracy,ASR,L0,Sparsity,L2,Linf,SSIM,PSNR,LPIPS,Time(s),NumSamples
cifar10,Robust,Proposed-TopkPGD,0.3,True,3,0.677000006198883,0.19596199484236734,330.95700170898436,0.6767998030185699,0.6604561285972596,0.023529439732432364,0.993918258190155,38.475857055664065,0.001564759367145598,1.9974524974822998,1000
cifar10,Robust,Proposed-TopkPGD,0.3,True,5,0.6099999952316284,0.27553443904444047,317.9639987792969,0.6894882824420929,0.8835038895606995,0.03137257695198059,0.989339460849762,35.94837335205078,0.002753210911527276,1.9974524974822998,1000
cifar10,Robust,Proposed-TopkPGD,0.3,True,7,0.6069999952316284,0.27909738880155205,316.64599829101564,0.69077539229393,0.9031385760307312,0.03137257695198059,0.9887832651138305,35.75797357177734,0.002835449207574129,1.9974524974822998,1000
cifar10,Robust,Proposed-TopkPGD,0.3,True,10,0.6029999976158142,0.28384798213025453,315.891998046875,0.6915117206573487,0.9127810101509094,0.03137257695198059,0.9884537525177002,35.66597207641602,0.0028649719916284083,1.9974524974822998,1000
cifar10,Robust,Proposed-TopkPGD,0.4,True,1,0.7979999961853027,0.052256531243581955,408.9340031738281,0.6006503875255584,0.2746339063644409,0.007843166589736938,0.9988563694953918,46.09909994506836,0.000254620372550562,1.9766364097595215,1000
cifar10,Robust,Proposed-TopkPGD,0.4,True,3,0.657999993801117,0.21852731407396583,438.7559978027344,0.5715273458957673,0.7616592273712158,0.023529439732432364,0.9918691210746765,37.23760034179688,0.0020289822798222304,1.9766364097595215,1000
cifar10,Robust,Proposed-TopkPGD,0.4,True,5,0.5690000014305114,0.32422802868053635,423.4240029296875,0.586499997138977,1.017259346961975,0.03137257695198059,0.9858359532356262,34.724029174804684,0.003567865315824747,1.9766364097595215,1000
cifar10,Robust,Proposed-TopkPGD,0.4,True,7,0.5659999957084656,0.3277909700137136,420.96399755859375,0.5889023461341858,1.0407128095626832,0.03137257695198059,0.9850528898239136,34.52659423828125,0.003681854682043195,1.9766364097595215,1000
cifar10,Robust,Proposed-TopkPGD,0.4,True,10,0.5640000038146973,0.3301662686601671,419.61999951171873,0.5902148442268371,1.053808466911316,0.03137257695198059,0.9845418887138366,34.41826211547851,0.003736093593761325,1.9766364097595215,1000
cifar10,Robust,Proposed-TopkPGD,0.5,True,1,0.7930000042915344,0.05819477464764815,511.8389987792969,0.5001572277545929,0.30721071577072145,0.007843166589736938,0.9985485997200012,45.125424621582034,0.00030920000397600234,1.9510297775268555,1000
cifar10,Robust,Proposed-TopkPGD,0.5,True,3,0.6389999961853028,0.24109263176589568,544.8619965820312,0.46790820646286013,0.8523770174980163,0.023529439732432364,0.9897568049430847,36.26021548461914,0.0024630285408347844,1.9510297775268555,1000
cifar10,Robust,Proposed-TopkPGD,0.5,True,5,0.5420000028610229,0.3562945326759243,528.3000053710938,0.4840820260047913,1.13524596118927,0.03137257695198059,0.9823195223808289,33.77083905029297,0.00430794845148921,1.9510297775268555,1000
cifar10,Robust,Proposed-TopkPGD,0.5,True,7,0.5380000052452087,0.3610451246596289,524.7080004882813,0.48758984327316285,1.1614428682327271,0.03137257695198059,0.9813101873397827,33.57323648071289,0.00444612080603838,1.9510297775268555,1000
cifar10,Robust,Proposed-TopkPGD,0.5,True,10,0.5309999995231628,0.36935867057701754,522.92600390625,0.48933007431030273,1.1781649990081786,0.03137257695198059,0.98057173204422,33.44935754394531,0.004510417487472296,1.9510297775268555,1000
cifar10,Robust,Proposed-TopkPGD,0.6,True,1,0.7890000042915344,0.06294536898509907,613.6439985351562,0.4007382826805115,0.33630359172821045,0.007843166589736938,0.9982294530868531,44.33945581054687,0.0003590939885471016,1.946084976196289,1000
cifar10,Robust,Proposed-TopkPGD,0.6,True,3,0.6190000009536744,0.26484560554143655,648.2769931640624,0.3669169988632202,0.9334294886589051,0.023529439732432364,0.987636752128601,35.471267547607425,0.002874004427343607,1.946084976196289,1000
cifar10,Robust,Proposed-TopkPGD,0.6,True,5,0.5310000052452087,0.36935867535529965,630.853994140625,0.3839316463470459,1.2397100772857665,0.03137257695198059,0.9788999638557434,33.00622705078125,0.005007039204239845,1.946084976196289,1000
cifar10,Robust,Proposed-TopkPGD,0.6,True,7,0.5169999985694885,0.38598574535155805,626.65800390625,0.38802929306030276,1.2684175815582275,0.03137257695198059,0.9776750226020813,32.807843688964844,0.005185193486511707,1.946084976196289,1000
cifar10,Robust,Proposed-TopkPGD,0.6,True,10,0.5139999985694885,0.3895486939052505,623.9370009765624,0.3906865224838257,1.2891672534942626,0.03137257695198059,0.9766765446662903,32.66721371459961,0.005292241707444191,1.946084976196289,1000
cifar10,Robust,Proposed-TopkPGD,0.7,True,1,0.7880000042915344,0.06413301728188,715.328005859375,0.3014374942779541,0.36300834560394285,0.007843166589736938,0.9978965420722962,43.67564300537109,0.0004050650573335588,1.9339888095855713,1000
cifar10,Robust,Proposed-TopkPGD,0.7,True,3,0.6120000033378601,0.2731591435835084,747.7590009765624,0.2697666006088257,1.0083237562179566,0.023529439732432364,0.9855107579231263,34.800813415527344,0.0032362115923315286,1.9339888095855713,1000
cifar10,Robust,Proposed-TopkPGD,0.7,True,5,0.5139999985694885,0.3895486877465758,732.746005859375,0.2844277286529541,1.3349043035507202,0.03137257695198059,0.9755885496139526,32.3634319152832,0.005623659815639257,1.9339888095855713,1000
cifar10,Robust,Proposed-TopkPGD,0.7,True,7,0.5029999928474427,0.40261281998451987,728.651994140625,0.2884257869720459,1.3660453205108642,0.03137257695198059,0.9741683421134949,32.16361871337891,0.005825154297053814,1.9339888095855713,1000
cifar10,Robust,Proposed-TopkPGD,0.7,True,10,0.4910000009536743,0.41686460379325296,725.182,0.291814453125,1.3917659120559693,0.03137257695198059,0.9728148221969605,32.00191104125977,0.00596407524868846,1.9339888095855713,1000
cifar10,Robust,Proposed-TopkPGD,0.8,True,1,0.7880000042915344,0.06413301728188,817.9799956054687,0.20119141054153442,0.38805447101593016,0.007843166589736938,0.9975630140304566,43.095964141845705,0.0004465920643415302,1.9219250679016113,1000
cifar10,Robust,Proposed-TopkPGD,0.8,True,3,0.6029999976158142,0.28384797335237333,845.326998046875,0.17448535346984864,1.079418441772461,0.023529439732432364,0.983428858757019,34.208853515625,0.0035907366797327993,1.9219250679016113,1000
cifar10,Robust,Proposed-TopkPGD,0.8,True,5,0.5059999985694885,0.3990498755366106,834.045001953125,0.18550292778015137,1.4238162326812744,0.03137257695198059,0.9725206894874573,31.80303642272949,0.006214194741100073,1.9219250679016113,1000
cifar10,Robust,Proposed-TopkPGD,0.8,True,7,0.4910000009536743,0.41686460379325296,831.0580029296875,0.18841991901397706,1.4570690383911133,0.03137257695198059,0.9709003686904907,31.603033782958985,0.006431084670126438,1.9219250679016113,1000
cifar10,Robust,Proposed-TopkPGD,0.8,True,10,0.4830000009536743,0.4263657918310505,826.6770029296875,0.19269823932647706,1.4875475120544435,0.03137257695198059,0.9692283873558044,31.42354652404785,0.00663436272367835,1.9219250679016113,1000
cifar10,Robust,Proposed-TopkPGD,0.9,True,1,0.7870000042915344,0.06532066557866094,919.5649946289062,0.10198730993270874,0.4112706289291382,0.007843166589736938,0.9972334303855896,42.59108697509765,0.00048215352674014865,1.912734031677246,1000
cifar10,Robust,Proposed-TopkPGD,0.9,True,3,0.6,0.2874109188090311,938.3139995117187,0.08367773485183716,1.145959836959839,0.023529439732432364,0.9814500699043274,33.689022552490236,0.003897805294021964,1.912734031677246,1000
cifar10,Robust,Proposed-TopkPGD,0.9,True,5,0.4979999928474426,0.40855106428230176,932.860998046875,0.08900293159484864,1.504685175895691,0.03137257695198059,0.9698053936958313,31.322778900146485,0.0067065184377133845,1.912734031677246,1000
cifar10,Robust,Proposed-TopkPGD,0.9,True,7,0.4849999952316284,0.4239904939278854,932.720001953125,0.08914062309265136,1.5397234106063842,0.03137257695198059,0.9680603880882264,31.123409606933595,0.006975127812474966,1.912734031677246,1000
cifar10,Robust,Proposed-TopkPGD,0.9,True,10,0.4769999952316284,0.43349168019594886,926.5829970703124,0.09513379192352295,1.5762466640472412,0.03137257695198059,0.9659953050613403,30.92012841796875,0.007234061073511839,1.912734031677246,1000
cifar10,Robust,Proposed-TopkPGD,1.0,True,1,0.7839999985694885,0.0688836098097778,1022.1329936523438,0.0018232483863830566,0.43333236503601075,0.007843166589736938,0.9968587546348572,42.13698291015625,0.0005117853104602546,1.8967127799987793,1000
cifar10,Robust,Proposed-TopkPGD,1.0,True,3,0.596,0.2921615124916804,1022.17600390625,0.0017812461853027343,1.2095329542160034,0.023529439732432364,0.9793938188552856,33.21959887695313,0.004172313421964645,1.8967127799987793,1000
cifar10,Robust,Proposed-TopkPGD,1.0,True,5,0.4959999928474426,0.410926357159422,1022.203998046875,0.0017539081573486328,1.5729502544403076,0.03137257695198059,0.9675211019515991,30.93662707519531,0.007114745009690523,1.8967127799987793,1000
cifar10,Robust,Proposed-TopkPGD,1.0,True,7,0.4829999952316284,0.4263657885747398,1022.09199609375,0.0018632850646972657,1.607031262397766,0.03137257695198059,0.9657769317626953,30.751028915405275,0.007392472755163908,1.8967127799987793,1000
cifar10,Robust,Proposed-TopkPGD,1.0,True,10,0.47200000333786013,0.4394299273960947,1021.8359931640625,0.002113287925720215,1.6513248624801635,0.03137257695198059,0.9632822856903076,30.51527197265625,0.007725816644728184,1.8967127799987793,1000
